timestamp,VTHO,OCE,PLA,SHA,DBET,EHrT,TIC,YEET,Other
1550915710000,73285.54,0.00,225795.13,100000.00,101105.54,0.00,0.00,0.00,0.00
1550925710000,9990.00,0.00,53454.76,0.00,0.00,0.00,0.00,0.00,0.00
1550935710000,33579.07,0.00,225249.81,58588.96,0.00,0.00,3.83,0.00,0.00
1550945710000,21758.67,0.00,712195.58,14660.40,0.00,0.00,0.00,0.00,0.00
1550955710000,0.00,0.00,440351.73,0.00,38204.23,0.00,0.00,0.00,0.00
1550965710000,8298.79,0.00,11012.60,14413.43,15748.19,0.00,0.00,0.00,0.00
1550975710000,6523.95,0.00,198219.28,0.00,0.00,0.00,0.00,0.00,0.00
1550985710000,14469.30,0.00,256804.26,15623.54,7633.96,0.00,0.00,0.00,0.00
1550995720000,21085.02,0.00,156932.85,0.00,0.00,0.00,0.00,0.00,0.00
1551005730000,9990.00,0.00,34.23,18521.00,0.00,0.00,0.00,0.00,0.00
1551015730000,354.98,0.00,0.00,40336.95,0.00,0.00,0.00,0.00,0.00
1551025740000,0.00,0.00,180739.87,0.00,0.00,0.00,0.00,0.00,0.00
1551035740000,114.76,0.00,431782.92,934.34,0.00,0.00,0.00,0.00,0.00
1551045740000,3495.15,0.00,8778.74,0.00,0.00,0.00,4063.19,0.00,0.00
1551055740000,12428.91,0.00,55076.64,17609.49,538.75,0.00,0.00,0.00,0.00
1551065740000,115.68,0.00,76238.60,1506.56,0.00,0.00,0.00,0.00,0.00
1551075740000,58366.08,0.00,138950.98,32000.00,0.00,0.00,0.00,0.00,0.00
1551085740000,101170.78,0.00,52588.97,206641.98,0.00,0.00,525.00,0.00,0.00
1551095740000,20036.87,0.00,31110.29,0.00,999.48,0.00,0.00,0.00,0.00
1551105740000,65421.06,0.00,145161.57,0.00,0.00,0.00,0.00,0.00,0.00
1551115740000,150182.27,0.00,340257.52,0.00,0.00,0.00,3793.14,0.00,0.00
1551125740000,63209.28,0.00,206783.33,20593.69,2390.48,0.00,0.00,0.00,0.00
1551135750000,102754.72,0.00,334368.31,58356.59,1000.00,0.00,1000.00,0.00,0.00
1551145750000,33817.32,0.00,240720.32,0.00,7921.00,0.00,4836.65,0.00,0.00
1551155750000,20873.64,0.00,460519.47,50000.00,0.00,0.00,0.00,0.00,0.00
1551165760000,10771.93,0.00,41380.55,21000.00,18000.00,0.00,0.00,0.00,0.00
1551175770000,117696.32,0.00,383206.00,39863.35,0.00,0.00,0.00,0.00,0.00
1551185770000,492264.60,0.00,900993.65,92784.24,0.00,0.00,3513.39,0.00,0.00
1551195780000,69676.85,0.00,1980604.00,65341.16,0.00,0.00,7091.85,0.00,0.00
1551205780000,10648.01,0.00,81550.69,51766.02,0.00,0.00,371.00,0.00,0.00
1551215780000,98151.38,0.00,754464.63,29869.99,0.00,0.00,0.00,0.00,0.00
1551225780000,148341.27,0.00,489375.17,0.00,0.00,0.00,0.00,0.00,0.00
1551235790000,95233.77,0.00,130030.12,19623.32,0.00,0.00,0.00,0.00,0.00
1551245790000,39838.10,0.00,265267.55,687.70,1266.88,0.00,0.00,0.00,0.00
