timestamp,​0xAaEd39DE8b2A516E7D914F2df96420f7A3204314,​0x28E65E6248A14570aCa3e421310b8808fAaE6F80,​0x7dcF30DC4A3A69B8Fe36b7C34DFC88341c9Bc0eA,​0x73cf2c29D81671774F455203009b03479DfbA225,​0x4afEc1B71daAE0414b5AF2eE91a24c3dcEeA1BC1,​0x028D4E22414c5fC4A0eEceE63c65adbbC2A339a7,​0xa52771C36332C1B7E1506754FB1BA775c1388915,​0xca91463ca55577E4eCEc2E50eEeb0a7033600454,​0xDf6979605aDe2B8971C2c95E90E2eA1090f244B7,​0x36C8b616c052F34a68123Cbe1C2e44eA1016DD4b,​0x2C50c7AbA38b0C7ca4B5965f2ec9457Bcd319E18,​0xf9F99f982f3Ea9020f0A0afd4D4679dFEe1B63cf,​0x4Fc89A06893A74c639050cbE2Da5B811Dba43655,​0xdDF5E0286DD171e8051D5f0EB79681D103874172,​0x22504E119C76f921D3C578734bd281DD30267276,​0x2A75FE923683625d578a96dAf8275880d6379A4f,Other
1560782500000,,,,,,,,,,,,,,,,,
1560832570000,,,,,,,,,,,,,,,,,
1560882700000,,,,,,,,,,,,,,,,,
1560932960000,,,,,,,,,,,,,,,,,
1560982960000,,,,,,,,,,,,,,,,,
1561033500000,,,,,,,,,,,,,,,,,
1561083710000,,,,,,,,,,,,,,,,,
1561134190000,,,,,,,,,,,,,,,,,
1561184330000,,,,,,,,,,,,,,,,,
1561234480000,,51.75,,,,,,,,,,,,,6683.04,,
1561284710000,,,,,,,,,,,,,,,,,
1561334740000,,,,,,,,,,,,,,,,,
1561385550000,,,,,,,,,,,,,,,,,
1561435970000,,,,,,,,,,,,,,,,,
1561486560000,,,,,,,,,,,,,,,,,
1561537900000,,,,,,,,,,,,,,,,,
1561588010000,,,,,,,,,,,,,,,,,
1561639300000,,,,,,,,,,,,,,,,,
1561689730000,,,,,,,,,,,,,,,,,
1561740720000,,,,,,,,,,,,,,,,,
1561791190000,,,,,,,,,,,,,,,,,
1561841290000,,,,,,,,,,,,,,,,,
1561891600000,,,,,,,,,,,,,,,,,
1561941630000,,,,,,,,,,,,,,,,,
1561992710000,,,,,,,,,,,,,,,,,
1562043200000,,,,,,,,,,,,,,,,,
1562093660000,,,,,,,,,,,,,,,,,
1562144670000,,,,,,,,,,,,,,,,,
1562194830000,,,,,,,,,,,,,,,,,
1562246710000,,,,,,,,,,,,,,,,,1.75
1562297370000,,,,,,,,,,,,,,,,,
1562348210000,,,,,,,,,,,,,,,,,
1562398460000,,,,,,,,,,,,,,,,,
1562448600000,,,,,,,,,,,,,,,,,
1562498820000,,,,,,,,,,,,,,,,,
1562549180000,,,,,,,,,,,,,,,,,
1562600540000,,,,,,,,,,,,,,,,,
1562651810000,,,,,,,,,,,,,,,,,
1562702560000,,,,,,,,,,,,,,,,,
1562754000000,,,,,,,,,,,,,,245.98,,,
1562804280000,,,,,,679.72,,401.40,,,,,0.04,,,,
1562855560000,,,,,,,5499.03,,,,,,,,,,
1562906160000,,,,,,,,,,,,,,,,,
1562956740000,,,,,,,,,,,,,,,,,
1563006920000,,,,,,,,,,,,,,,,,
1563056960000,,,,,,,,,,,,,,,,,
1563107070000,,,,,,,,,,,,,,,,,
1563157250000,,,,,,,,,,,,,,,,,
1563207360000,,,,,,,,,,,,,,,,,
1563257590000,,,,,,,,,,,,,,,,,
1563307690000,,,,,,,,,,,,,,,,,
1563357900000,,,,,,,,,,,,,,,,,
1563408000000,,,,,,,,,,,,,,,,,
1563458220000,,,,,,,,,,,,,,,,,
1563508350000,,,,,,,,,,,,,,,,,
1563558450000,,,,,,,,,,,,,,,,,
1563608510000,,,,,,,,,,,,,,,,,
1563658530000,,,,,,,,,1123.31,,,,,,,,
1563708560000,,,,,,,,,,,,,,,,,
1563758640000,,,,,,,,,,,,,,,,,
1563808820000,,,,,,,,,,,,,,,,,
1563859010000,,,,,,,,,,,,,,,,,
1563909090000,,,,,,,,,,,,,,,,,
1563959390000,,,,,,,,,,,,,,,,,
1564009410000,,,,,,,,,,,,,,,,,
1564059880000,,,,,,,,,,,,,,,,,
